Adresse,CodePostal,Arrondissement ,idParcelle,latitude,longitude,result_score,result_score_next,result_label,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
101 AVENUE BERTHELOT,69387,Lyon 7e Arrondissement,69387000BD0012,45.743997,4.84612,0.7838866233766233,,101 Avenue Berthelot 69007 Lyon,housenumber,69387_0900_00101,101,101 Avenue Berthelot,Avenue Berthelot,69007,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69387,,,Lyon 7e Arrondissement,ok
20 RUE EDOUARD ROCHET | 18 RUE EDOUARD ROCHET,69388,Lyon 8e Arrondissement,69388000AC0011,45.747105,4.865537,0.46953035650623887,,20 Rue Edouard Rochet 69008 Lyon,housenumber,69388_2000_00020,20,20 Rue Edouard Rochet,Rue Edouard Rochet,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
20 RUE PAUL CAZENEUVE | 18 RUE PAUL CAZENEUVE,69388,Lyon 8e Arrondissement,69388000BK0081,45.736984,4.864848,0.4742485383244206,0.2827872727272727,20 Rue Paul Cazeneuve 69008 Lyon,housenumber,69388_5265_00020,20,20 Rue Paul Cazeneuve,Rue Paul Cazeneuve,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
20 RUE PRESIDENT PAUL KRUGER,69388,Lyon 8e Arrondissement,69388000AO0121,45.737838,4.87867,0.6938758585858584,,20 Rue Président Krüger 69008 Lyon,housenumber,69388_5725_00020,20,20 Rue Président Krüger,Rue Président Krüger,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
20 RUE SAINT AGNAN,69388,Lyon 8e Arrondissement,69388000BY0034,45.739487,4.861955,0.7568697902097902,,20 Rue Saint Agnan 69008 Lyon,housenumber,69388_6205_00020,20,20 Rue Saint Agnan,Rue Saint Agnan,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
202B AVENUE PAUL SANTY | 202 AVENUE PAUL SANTY | 200 AVENUE PAUL SANTY | 67 AVENUE VIVIANI | 202 B AVENUE PAUL SANTY | 65 AVENUE VIVIANI,69388,Lyon 8e Arrondissement,69388000AY0142,45.722694,4.881505,0.23033326203208554,0.17940322624743676,202bis Avenue Paul Santy 69008 Lyon,housenumber,69388_5788_00202_bis,202bis,202bis Avenue Paul Santy,Avenue Paul Santy,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
204 ROUTE DE VIENNE | 100 RUE DE MONTAGNY,69388,Lyon 8e Arrondissement,69388000CK0047,45.732323,4.851995,0.42018304347826085,,Rue de Montagny 69008 Lyon,street,69388_4850,,Rue de Montagny,Rue de Montagny,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
207 ROUTE DE VIENNE,69388,Lyon 8e Arrondissement,69388000CI0206,45.73134,4.853694,0.7757588888888888,0.20947969696969693,207 Route de Vienne 69008 Lyon,housenumber,69388_7440_00207,207,207 Route de Vienne,Route de Vienne,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
208 AVENUE DES FRERES LUMIERE,69388,Lyon 8e Arrondissement,69388000AH0071,45.742845,4.877498,0.8310243980343979,,208 Avenue des Frères Lumière 69008 Lyon,housenumber,69388_2910_00208,208,208 Avenue des Frères Lumière,Avenue des Frères Lumière,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
21 PASSAGE DES ALOUETTES,69388,Lyon 8e Arrondissement,69388000AR0169,45.738616,4.876313,0.796600909090909,0.5554819480519481,21 Passage des Alouettes 69008 Lyon,housenumber,69388_0170_00021,21,21 Passage des Alouettes,Passage des Alouettes,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
18 RUE VICTOR LAGRANGE | 22 RUE VICTOR LAGRANGE,69387,Lyon 7e Arrondissement,69387000BO0119,45.744356,4.83418,0.4732919897084048,,18 Rue Victor Lagrange 69007 Lyon,housenumber,69387_7410_00018,18,18 Rue Victor Lagrange,Rue Victor Lagrange,69007,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69387,,,Lyon 7e Arrondissement,ok
21 RUE AUGUSTE PINTON | 55 RUE GABRIEL SARRAZIN | 19 RUE AUGUSTE PINTON | 57 RUE GABRIEL SARRAZIN,69388,Lyon 8e Arrondissement,69388000AO0241,45.738399,4.880425,0.2725470079435128,0.2654236098852603,21 Rue Auguste Pinton 69008 Lyon,housenumber,69388_0560_00021,21,21 Rue Auguste Pinton,Rue Auguste Pinton,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
21 RUE GENTON,69388,Lyon 8e Arrondissement,69388000AN0117,45.733865,4.884749,0.7098588311688312,,21 Rue Genton 69008 Lyon,housenumber,69388_3190_00021,21,21 Rue Genton,Rue Genton,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
21 RUE PAUL CAZENEUVE,69388,Lyon 8e Arrondissement,69388000BI0215,45.73626,4.86464,0.7852694984326019,0.42984609625668446,21 Rue Paul Cazeneuve 69008 Lyon,housenumber,69388_5265_00021,21,21 Rue Paul Cazeneuve,Rue Paul Cazeneuve,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
21 RUE PROFESSEUR ROLLET,69388,Lyon 8e Arrondissement,69388000AB0020,45.747265,4.861229,0.7993563636363635,,21 Rue Professeur Rollet 69008 Lyon,housenumber,69388_5805_00021,21,21 Rue Professeur Rollet,Rue Professeur Rollet,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
212 AVENUE PAUL SANTY | 210 AVENUE PAUL SANTY | 218 AVENUE PAUL SANTY | 214 AVENUE PAUL SANTY | 216 AVENUE PAUL SANTY | 220 AVENUE PAUL SANTY,69388,Lyon 8e Arrondissement,69388000AY0084,45.723256,4.883094,0.222480152574698,,212 Avenue Paul Santy 69008 Lyon,housenumber,69388_5788_00212,212,212 Avenue Paul Santy,Avenue Paul Santy,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
213 AVENUE PAUL SANTY,69388,Lyon 8e Arrondissement,69388000AY0132,45.722749,4.884919,0.7909085893416927,0.24253818181818182,213 Avenue Paul Santy 69008 Lyon,housenumber,69388_5788_00213,213,213 Avenue Paul Santy,Avenue Paul Santy,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
217 ROUTE DE VIENNE | 121A RUE DE MONTAGNY | 215 ROUTE DE VIENNE | 120 RUE DE MONTAGNY | 122 RUE DE MONTAGNY | 121 A RUE DE MONTAGNY,69388,Lyon 8e Arrondissement,69388000CI0385,45.732323,4.851995,0.18656850746268655,,Rue de Montagny 69008 Lyon,street,69388_4850,,Rue de Montagny,Rue de Montagny,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
218 BOULEVARD PINEL,69388,Lyon 8e Arrondissement,69388000AN0187,45.731422,4.887876,0.771240707070707,,218 Boulevard Pinel 69008 Lyon,housenumber,69388_5555_00218,218,218 Boulevard Pinel,Boulevard Pinel,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
218 ROUTE DE VIENNE,69388,Lyon 8e Arrondissement,69388000CK0057,45.730403,4.853519,0.7757588888888888,0.2160673122529644,218 Route de Vienne 69008 Lyon,housenumber,69388_7440_00218,218,218 Route de Vienne,Route de Vienne,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
22 AVENUE DES FRERES LUMIERE | 24 AVENUE DES FRERES LUMIERE | 30 AVENUE DES FRERES LUMIERE | 26 AVENUE DES FRERES LUMIERE | 28 AVENUE DES FRERES LUMIERE,69388,Lyon 8e Arrondissement,69388000BR0095,45.746358,4.861909,0.25703692082111435,,22 Avenue des Frères Lumière 69008 Lyon,housenumber,69388_2910_00022,22,22 Avenue des Frères Lumière,Avenue des Frères Lumière,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
101 RUE D ANVERS,69387,Lyon 7e Arrondissement,69387000AW0048,45.747958,4.840639,0.7479672727272727,,101 Rue d'Anvers 69007 Lyon,housenumber,69387_0405_00101,101,101 Rue d'Anvers,Rue d'Anvers,69007,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69387,,,Lyon 7e Arrondissement,ok
22 RUE ALPHONSE RODET,69388,Lyon 8e Arrondissement,69388000AX0015,45.726066,4.88128,0.7821185893416928,,22 Rue Alphonse Rodet 69008 Lyon,housenumber,69388_0180_00022,22,22 Rue Alphonse Rodet,Rue Alphonse Rodet,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
22 RUE BERTY ALBRECHT,69388,Lyon 8e Arrondissement,69388000BD0040,45.727165,4.866027,0.7812894984326019,,22 Rue Berty Albrecht 69008 Lyon,housenumber,69388_0910_00022,22,22 Rue Berty Albrecht,Rue Berty Albrecht,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
59B ALLEE EMMANUEL GOUNOT,69385,Lyon 5e Arrondissement,69385000BO0139,45.755828,4.801157,0.6808279063360881,,Allée Emmanuel Gounot 69005 Lyon,locality,69385_2510,,Allée Emmanuel Gounot,,69005,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69385,,,Lyon 5e Arrondissement,ok
22 RUE DES ALOUETTES,69388,Lyon 8e Arrondissement,69388000AR0192,45.741415,4.873085,0.7762611688311688,0.5125099999999999,22 Rue des Alouettes 69008 Lyon,housenumber,69388_0175_00022,22,22 Rue des Alouettes,Rue des Alouettes,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
22 RUE GABRIEL SARRAZIN,69388,Lyon 8e Arrondissement,69388000AP0006,45.739893,4.878215,0.7955605571847506,,22 Rue Gabriel Sarrazin 69008 Lyon,housenumber,69388_2945_00022,22,22 Rue Gabriel Sarrazin,Rue Gabriel Sarrazin,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
22 RUE GENERAL GOURAUD,69388,Lyon 8e Arrondissement,69388000CK0008,45.7346,4.852399,0.7875590909090909,,22 Rue Général Gouraud 69008 Lyon,housenumber,69388_3140_00022,22,22 Rue Général Gouraud,Rue Général Gouraud,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
22 RUE JACQUELINE AURIOL | 20 RUE JACQUELINE AURIOL,69388,Lyon 8e Arrondissement,69388000AT0106,45.733646,4.875084,0.47365213716108445,,22 Rue Jacqueline Auriol 69008 Lyon,housenumber,69388_3653_00022,22,22 Rue Jacqueline Auriol,Rue Jacqueline Auriol,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
22 RUE PAUL CAZENEUVE,69388,Lyon 8e Arrondissement,69388000BK0011,45.736754,4.864666,0.7852694984326019,0.42984609625668446,22 Rue Paul Cazeneuve 69008 Lyon,housenumber,69388_5265_00022,22,22 Rue Paul Cazeneuve,Rue Paul Cazeneuve,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
22 RUE SANTOS DUMONT | 20 RUE SANTOS DUMONT | 18 RUE HENRI PENSIER,69388,Lyon 8e Arrondissement,69388000BS0038,43.879712,-0.476306,0.36495795765877953,0.3616895187165775,Rue Santos Dumont 40000 Mont-de-Marsan,street,40192_2184,,Rue Santos Dumont,Rue Santos Dumont,40000,Mont-de-Marsan,"40, Landes, Nouvelle-Aquitaine",40192,,,,ok
23 RUE HENRI PENSIER,69388,Lyon 8e Arrondissement,69388000BR0026,45.744493,4.862311,0.7755866233766233,,23 Rue Henri Pensier 69008 Lyon,housenumber,69388_3520_00023,23,23 Rue Henri Pensier,Rue Henri Pensier,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
223 ROUTE DE VIENNE | 54 RUE HENRI BARBUSSE,69388,Lyon 8e Arrondissement,69388000CI0389,45.730607,4.856664,0.4308647866419295,,Rue Henri Barbusse 69008 Lyon,street,69388_3480,,Rue Henri Barbusse,Rue Henri Barbusse,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
23 AVENUE DE PRESSENSE,69388,Lyon 8e Arrondissement,69388000BH0131,45.729783,4.86045,0.7873263636363635,,23 Avenue de Pressensé 69008 Lyon,housenumber,69388_2105_00023,23,23 Avenue de Pressensé,Avenue de Pressensé,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
23 PASSAGE DES ALOUETTES,69388,Lyon 8e Arrondissement,69388000AR0222,45.738202,4.876469,0.796600909090909,0.5554819480519481,23 Passage des Alouettes 69008 Lyon,housenumber,69388_0170_00023,23,23 Passage des Alouettes,Passage des Alouettes,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
23 RUE BATAILLE,69388,Lyon 8e Arrondissement,69388000AR0244,45.738577,4.868709,0.7397167588932806,0.35192058651026387,23 Rue Bataille 69008 Lyon,housenumber,69388_0705_00023,23,23 Rue Bataille,Rue Bataille,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
23 RUE BERTY ALBRECHT,69388,Lyon 8e Arrondissement,69388000BD0022,45.726907,4.865672,0.7812894984326019,,23 Rue Berty Albrecht 69008 Lyon,housenumber,69388_0910_00023,23,23 Rue Berty Albrecht,Rue Berty Albrecht,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
23 RUE CLAUDE VIOLET,69388,Lyon 8e Arrondissement,69388000AV0032,45.731833,4.878297,0.7779448051948051,,23 Rue Claude Violet 69008 Lyon,housenumber,69388_1715_00023,23,23 Rue Claude Violet,Rue Claude Violet,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
23 RUE DES ALOUETTES,69388,Lyon 8e Arrondissement,69388000AH0087,45.741488,4.873018,0.7762611688311688,0.5514710389610389,23 Rue des Alouettes 69008 Lyon,housenumber,69388_0175_00023,23,23 Rue des Alouettes,Rue des Alouettes,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
23 RUE DU 1ER FILM,69388,Lyon 8e Arrondissement,69388000AD0045,45.745177,4.869667,0.5700290909090909,,23 Rue du Premier Film 69008 Lyon,housenumber,69388_5700_00023,23,23 Rue du Premier Film,Rue du Premier Film,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
23 RUE JACQUELINE AURIOL | 27 RUE JACQUELINE AURIOL | 25 RUE JACQUELINE AURIOL,69388,Lyon 8e Arrondissement,69388000AT0099,45.733662,4.875259,0.3472274279379157,,23 Rue Jacqueline Auriol 69008 Lyon,housenumber,69388_3653_00023,23,23 Rue Jacqueline Auriol,Rue Jacqueline Auriol,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
23 RUE VICTOR DE LAPRADE,69388,Lyon 8e Arrondissement,69388000AM0080,45.738732,4.885864,0.7969645454545454,,23 Rue Victor de Laprade 69008 Lyon,housenumber,69388_7385_00023,23,23 Rue Victor de Laprade,Rue Victor de Laprade,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
23 RUE VOLNEY | 25 RUE VOLNEY,69388,Lyon 8e Arrondissement,69388000AL0009,45.740354,4.883789,0.4494176623376623,,23 Rue Volney 69008 Lyon,housenumber,69388_7525_00023,23,23 Rue Volney,Rue Volney,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
24 RUE DU 1ER FILM,69388,Lyon 8e Arrondissement,69388000AD0027,45.744948,4.870061,0.5700290909090909,,24 Rue du Premier Film 69008 Lyon,housenumber,69388_5700_00024,24,24 Rue du Premier Film,Rue du Premier Film,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
238 AVENUE PAUL SANTY | 224 AVENUE PAUL SANTY | 230 AVENUE PAUL SANTY | 234 AVENUE PAUL SANTY | 236 AVENUE PAUL SANTY | 226 AVENUE PAUL SANTY | 222 AVENUE PAUL SANTY | 232 AVENUE PAUL SANTY | 228 AVENUE PAUL SANTY,69388,Lyon 8e Arrondissement,69388000AY0086,,,,,,,,,,,,,,,,,,error
24 AVENUE P SANTY 2 RUE SARRAZIN,69388,Lyon 8e Arrondissement,69388000BE0210,45.734671,4.870653,0.4418062809917355,,24 Avenue Paul Santy 69008 Lyon,housenumber,69388_5788_00024,24,24 Avenue Paul Santy,Avenue Paul Santy,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
24 BOULEVARD DES ETATS UNIS | 12 BOULEVARD DES ETATS UNIS | 116 RUE VILLON | 14 BOULEVARD DES ETATS UNIS | 26 BOULEVARD DES ETATS UNIS | 9 RUE PROFESSEUR KLEINCLAUSZ | 20 BOULEVARD DES ETATS UNIS | 116 B RUE VILLON | 22 BOULEVARD DES ETATS UNIS | 10 BOULEVARD DES ETATS UNIS | 7 RUE PROFESSEUR KLEINCLAUSZ | 16 BOULEVARD DES ETATS UNIS,69388,Lyon 8e Arrondissement,69388000BK0084,,,,,,,,,,,,,,,,,,error
24 RUE ANTOINE PERICAUD,69388,Lyon 8e Arrondissement,69388000BI0193,45.735028,4.866412,0.7944387390029325,,24 Rue Antoine Péricaud 69008 Lyon,housenumber,69388_0345_00024,24,24 Rue Antoine Péricaud,Rue Antoine Péricaud,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
24 RUE DES ALOUETTES,69388,Lyon 8e Arrondissement,69388000AR0028,45.741352,4.873543,0.7762611688311688,0.5125099999999999,24 Rue des Alouettes 69008 Lyon,housenumber,69388_0175_00024,24,24 Rue des Alouettes,Rue des Alouettes,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
24 RUE GUILLAUME PARADIN,69388,Lyon 8e Arrondissement,69388000AM0061,45.738634,4.886496,0.7105445454545455,,Rue Guillaume Paradin 69008 Lyon,street,69388_3390,,Rue Guillaume Paradin,Rue Guillaume Paradin,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
24 RUE LEO ET MAURICE TROUILHET,69388,Lyon 8e Arrondissement,69388000BO0030,45.743401,4.869426,0.8305316783216783,,24 Rue Léo et Maurice Trouilhet 69008 Lyon,housenumber,69388_4190_00024,24,24 Rue Léo et Maurice Trouilhet,Rue Léo et Maurice Trouilhet,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
24 RUE SAINT MAURICE,69388,Lyon 8e Arrondissement,69388000BT0029,45.742725,4.867232,0.7792520779220778,0.41254057851239667,24 Rue Saint Maurice 69008 Lyon,housenumber,69388_6465_00024,24,24 Rue Saint Maurice,Rue Saint Maurice,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
24 RUE SANTOS DUMONT,69388,Lyon 8e Arrondissement,69388000BR0029,45.744903,4.861655,0.7750057142857142,,24 Rue Santos Dumont 69008 Lyon,housenumber,69388_6670_00024,24,24 Rue Santos Dumont,Rue Santos Dumont,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
24 RUE STEPHANE COIGNET,69388,Lyon 8e Arrondissement,69388000AZ0351,45.725961,4.874145,0.7966869208211143,0.5493650368550368,24 Rue Stéphane Coignet 69008 Lyon,housenumber,69388_6845_00024,24,24 Rue Stéphane Coignet,Rue Stéphane Coignet,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
240 AVENUE PAUL SANTY | 244 AVENUE PAUL SANTY | 242 AVENUE PAUL SANTY,69388,Lyon 8e Arrondissement,69388000AY0087,45.722214,4.883428,0.35633135740971356,,240 Avenue Paul Santy 69008 Lyon,housenumber,69388_5788_00240,240,240 Avenue Paul Santy,Avenue Paul Santy,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
25 BOULEVARD AMBROISE PARE,69388,Lyon 8e Arrondissement,69388000AO0204,45.738705,4.884967,0.8131149197860962,,25 Boulevard Ambroise Paré 69008 Lyon,housenumber,69388_0205_00025,25,25 Boulevard Ambroise Paré,Boulevard Ambroise Paré,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
247 AVENUE DU GENERAL FRERE,69388,Lyon 8e Arrondissement,69388000AW0113,45.72638,4.886721,0.741912857142857,,247 Avenue Général Frère 69008 Lyon,housenumber,69388_3125_00247,247,247 Avenue Général Frère,Avenue Général Frère,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
248 ROUTE DE VIENNE | 246 ROUTE DE VIENNE | 244B ROUTE DE VIENNE | 244 ROUTE DE VIENNE | 244 B ROUTE DE VIENNE | 246B ROUTE DE VIENNE | 250 ROUTE DE VIENNE | 246 B ROUTE DE VIENNE,69388,Lyon 8e Arrondissement,69388000CL0009,,,,,,,,,,,,,,,,,,not-found
249 AVENUE BERTHELOT | 8 RUE DES HERIDEAUX | 6 RUE DES HERIDEAUX | 251 AVENUE BERTHELOT,69388,Lyon 8e Arrondissement,69388000BY0050,45.73955,4.860022,0.2910625708699902,0.25698251221896384,249 Avenue Berthelot 69008 Lyon,housenumber,69388_0900_00249,249,249 Avenue Berthelot,Avenue Berthelot,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
25 AVENUE DES FRERES LUMIERE,69388,Lyon 8e Arrondissement,69388000AC0023,45.745993,4.863472,0.8269293939393938,,25 Avenue des Frères Lumière 69008 Lyon,housenumber,69388_2910_00025,25,25 Avenue des Frères Lumière,Avenue des Frères Lumière,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
25 RUE DU 1ER FILM,69388,Lyon 8e Arrondissement,69388000AD0026,45.744977,4.870474,0.5700290909090909,,25 Rue du Premier Film 69008 Lyon,housenumber,69388_5700_00025,25,25 Rue du Premier Film,Rue du Premier Film,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
25 RUE JULES VALENSAUT,69388,Lyon 8e Arrondissement,69388000AZ0365,45.724936,4.874894,0.7920736363636364,,25 Rue Jules Valensaut 69008 Lyon,housenumber,69388_4000_00025,25,25 Rue Jules Valensaut,Rue Jules Valensaut,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
25 RUE PAUL CAZENEUVE,69388,Lyon 8e Arrondissement,69388000BI0041,45.735832,4.864314,0.7852694984326019,0.42984609625668446,25 Rue Paul Cazeneuve 69008 Lyon,housenumber,69388_5265_00025,25,25 Rue Paul Cazeneuve,Rue Paul Cazeneuve,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
25 RUE SAINT GERVAIS | 23 RUE SAINT GERVAIS | 27 RUE SAINT GERVAIS,69388,Lyon 8e Arrondissement,69388000BT0021,45.74318,4.863051,0.35016610389610386,0.2594711004784689,25 Rue Saint Gervais 69008 Lyon,housenumber,69388_6375_00025,25,25 Rue Saint Gervais,Rue Saint Gervais,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
25 RUE SAINT MATHIEU,69388,Lyon 8e Arrondissement,69388000BT0013,45.742578,4.864197,0.7774893506493507,,25 Rue Saint Mathieu 69008 Lyon,housenumber,69388_6460_00025,25,25 Rue Saint Mathieu,Rue Saint Mathieu,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
25 RUE SANTOS DUMONT,69388,Lyon 8e Arrondissement,69388000BR0073,45.745491,4.862281,0.7750057142857142,,25 Rue Santos Dumont 69008 Lyon,housenumber,69388_6670_00025,25,25 Rue Santos Dumont,Rue Santos Dumont,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
25 RUE THOMAS BLANCHET | 29 RUE THOMAS BLANCHET | 27 RUE THOMAS BLANCHET | 31 RUE THOMAS BLANCHET | 23 RUE THOMAS BLANCHET,69388,Lyon 8e Arrondissement,69388000AO0052,45.737283,4.882673,0.24096755588673618,,25 Rue Thomas Blanchet 69008 Lyon,housenumber,69388_6995_00025,25,25 Rue Thomas Blanchet,Rue Thomas Blanchet,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
252 ROUTE DE VIENNE,69388,Lyon 8e Arrondissement,69388000CL0032,45.727857,4.853677,0.7757588888888888,0.20947969696969693,252 Route de Vienne 69008 Lyon,housenumber,69388_7440_00252,252,252 Route de Vienne,Route de Vienne,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
25B RUE VILLON | 25 B RUE VILLON,69388,Lyon 8e Arrondissement,69388000AD0005,45.745587,4.866551,0.40079241685144124,,25bis Rue Villon 69008 Lyon,housenumber,69388_7485_00025_bis,25bis,25bis Rue Villon,Rue Villon,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
28 RUE PAUL CAZENEUVE,69388,Lyon 8e Arrondissement,69388000BK0015,45.736165,4.864194,0.7852694984326019,0.42984609625668446,28 Rue Paul Cazeneuve 69008 Lyon,housenumber,69388_5265_00028,28,28 Rue Paul Cazeneuve,Rue Paul Cazeneuve,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
28 RUE PIERRE DELORE | 30 RUE PIERRE DELORE,69388,Lyon 8e Arrondissement,69388000CD0082,45.737503,4.85374,0.4744578107606679,,28 Rue Pierre Delore 69008 Lyon,housenumber,69388_5270_00028,28,28 Rue Pierre Delore,Rue Pierre Delore,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
28 RUE PRESIDENT PAUL KRUGER,69388,Lyon 8e Arrondissement,69388000AO0234,45.737821,4.878836,0.6181182828282827,,Rue Président Krüger 69008 Lyon,street,69388_5725,,Rue Président Krüger,Rue Président Krüger,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement,ok
