Adresse,CodePostal,Arrondissement ,idParcelle,latitude,longitude,result_score,result_score_next,result_label,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
6 RUE BURDEAU,69381,Lyon 1er Arrondissement,69381000AP0006,45.769911,4.829897,0.7090251948051948,,6 Rue Burdeau 69001 Lyon,housenumber,69381_1155_00006,6,6 Rue Burdeau,Rue Burdeau,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
26 COURS D HERBOUVILLE,69384,Lyon 4e Arrondissement,69384000BD0018,45.777237,4.84,0.7866845454545455,,26 Cours d'Herbouville 69004 Lyon,housenumber,69384_3530_00026,26,26 Cours d'Herbouville,Cours d'Herbouville,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
26 RUE CLAUDE JOSEPH BONNET,69384,Lyon 4e Arrondissement,69384000AM0033,45.774486,4.823157,0.8101431168831169,,26 Rue Claude-Joseph Bonnet 69004 Lyon,housenumber,69384_1690_00026,26,26 Rue Claude-Joseph Bonnet,Rue Claude-Joseph Bonnet,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
26 RUE D IVRY,69384,Lyon 4e Arrondissement,69384000AW0211,45.777093,4.835396,0.7085288311688311,,26 Rue d'Ivry 69004 Lyon,housenumber,69384_3615_00026,26,26 Rue d'Ivry,Rue d'Ivry,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
26 RUE DU CHARIOT D OR,69384,Lyon 4e Arrondissement,69384000AW0221,45.777519,4.836305,0.7855254545454545,,26 Rue du Chariot d'Or 69004 Lyon,housenumber,69384_1480_00026,26,26 Rue du Chariot d'Or,Rue du Chariot d'Or,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
26 RUE DU MAIL,69384,Lyon 4e Arrondissement,69384000AX0154,45.778588,4.833294,0.7210015702479339,,26 Rue du Mail 69004 Lyon,housenumber,69384_4435_00026,26,26 Rue du Mail,Rue du Mail,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
26 RUE HENRI GORJUS | 28 RUE HENRI GORJUS | 26B RUE HENRI GORJUS | 26 B RUE HENRI GORJUS,69384,Lyon 4e Arrondissement,69384000AP0129,45.778261,4.823773,0.27439030303030304,,26 Rue Henri Gorjus 69004 Lyon,housenumber,69384_3505_00026,26,26 Rue Henri Gorjus,Rue Henri Gorjus,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
26 RUE ROUSSY,69384,Lyon 4e Arrondissement,69384000AM0022,45.775359,4.822404,0.4973363343108504,0.34491619047619043,26 Rue Philibert Roussy 69004 Lyon,housenumber,69384_6160_00026,26,26 Rue Philibert Roussy,Rue Philibert Roussy,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
27 B COURS D HERBOUVILLE,69384,Lyon 4e Arrondissement,69384000BD0016,45.777488,4.840131,0.6560027272727272,,27bis Cours d'Herbouville 69004 Lyon,housenumber,69384_3530_00027_bis,27bis,27bis Cours d'Herbouville,Cours d'Herbouville,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
27 COURS D HERBOUVILLE,69384,Lyon 4e Arrondissement,69384000BD0017,45.777372,4.84007,0.7866845454545455,,27 Cours d'Herbouville 69004 Lyon,housenumber,69384_3530_00027,27,27 Cours d'Herbouville,Cours d'Herbouville,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
27 RUE D AUSTERLITZ,69384,Lyon 4e Arrondissement,69384000BE0107,45.77495,4.835744,0.7643461616161616,,27 Rue d'Austerlitz 69004 Lyon,housenumber,69384_0570_00027,27,27 Rue d'Austerlitz,Rue d'Austerlitz,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
27 RUE D IVRY,69384,Lyon 4e Arrondissement,69384000AW0215,45.777202,4.835316,0.7085288311688311,,27 Rue d'Ivry 69004 Lyon,housenumber,69384_3615_00027,27,27 Rue d'Ivry,Rue d'Ivry,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
6 RUE JOSEPH SERLIN,69381,Lyon 1er Arrondissement,69381000AS0110,45.767321,4.83505,0.7596843434343434,,6 Rue Joseph Serlin 69001 Lyon,housenumber,69381_3920_00006,6,6 Rue Joseph Serlin,Rue Joseph Serlin,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
6 RUE LEMOT,69381,Lyon 1er Arrondissement,69381000AO0059,45.772293,4.833519,0.6757195693779905,,6 Rue Lemot 69001 Lyon,housenumber,69381_4205_00006,6,6 Rue Lemot,Rue Lemot,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
27 RUE DU CHARIOT D OR,69384,Lyon 4e Arrondissement,69384000AW0333,45.777621,4.836664,0.7855254545454545,,27 Rue du Chariot d'Or 69004 Lyon,housenumber,69384_1480_00027,27,27 Rue du Chariot d'Or,Rue du Chariot d'Or,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
27 RUE PERNON,69384,Lyon 4e Arrondissement,69384000AD0084,45.777744,4.818364,0.7056115584415584,,27 Rue Pernon 69004 Lyon,housenumber,69384_5350_00027,27,27 Rue Pernon,Rue Pernon,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
27 RUE VALENTIN COUTURIER | 42 RUE DENFERT ROCHEREAU,69384,Lyon 4e Arrondissement,69384000AO0067,45.776333,4.826541,0.4798911285266457,0.4211924764890282,27 Rue Valentin Couturier 69004 Lyon,housenumber,69384_7230_00027,27,27 Rue Valentin Couturier,Rue Valentin Couturier,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
28 RUE BARODET,69384,Lyon 4e Arrondissement,69384000AP0130,45.778071,4.824233,0.7174179338842975,,28 Rue Barodet 69004 Lyon,housenumber,69384_0655_00028,28,28 Rue Barodet,Rue Barodet,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
28 RUE DENFERT ROCHEREAU,69384,Lyon 4e Arrondissement,69384000AN0201,45.775533,4.824953,0.7993272727272727,,28 Rue Denfert-Rochereau 69004 Lyon,housenumber,69384_2130_00028,28,28 Rue Denfert-Rochereau,Rue Denfert-Rochereau,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
28 RUE JEROME DULAAR,69384,Lyon 4e Arrondissement,69384000AO0012,45.777197,4.823969,0.7720757142857142,,28 Rue Jérome Dulaar 69004 Lyon,housenumber,69384_3865_00028,28,28 Rue Jérome Dulaar,Rue Jérome Dulaar,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
29 RUE D IVRY,69384,Lyon 4e Arrondissement,69384000AW0214,45.777198,4.835523,0.7085288311688311,,29 Rue d'Ivry 69004 Lyon,housenumber,69384_3615_00029,29,29 Rue d'Ivry,Rue d'Ivry,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
29 RUE DE BELFORT,69384,Lyon 4e Arrondissement,69384000AX0226,45.778517,4.83452,0.7514245454545454,,29 Rue de Belfort 69004 Lyon,housenumber,69384_0775_00029,29,29 Rue de Belfort,Rue de Belfort,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
29 RUE DU MAIL,69384,Lyon 4e Arrondissement,69384000AS0172,45.778328,4.833159,0.7210015702479339,,29 Rue du Mail 69004 Lyon,housenumber,69384_4435_00029,29,29 Rue du Mail,Rue du Mail,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
29 RUE EUGENE PONS,69384,Lyon 4e Arrondissement,69384000AY0019,45.781955,4.8372,0.760848881118881,,29 Rue Eugène Pons 69004 Lyon,housenumber,69384_2620_00029,29,29 Rue Eugène Pons,Rue Eugène Pons,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
29 RUE HENRI GORJUS,69384,Lyon 4e Arrondissement,69384000AL0058,45.777038,4.823526,0.7693397979797979,,29 Rue Henri Gorjus 69004 Lyon,housenumber,69384_3505_00029,29,29 Rue Henri Gorjus,Rue Henri Gorjus,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
29 RUE JEROME DULAAR,69384,Lyon 4e Arrondissement,69384000AO0124,45.777198,4.823812,0.7720757142857142,,29 Rue Jérome Dulaar 69004 Lyon,housenumber,69384_3865_00029,29,29 Rue Jérome Dulaar,Rue Jérome Dulaar,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
3 BOULEVARD DE LA CROIX ROUSSE | 5 BOULEVARD DE LA CROIX ROUSSE,69384,Lyon 4e Arrondissement,69384000AE0027,45.772361,4.81644,0.48329555994729906,0.3745356937799043,3 Boulevard de la Croix-Rousse 69004 Lyon,housenumber,69384_2005_00003,3,3 Boulevard de la Croix-Rousse,Boulevard de la Croix-Rousse,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
3 GRANDE RUE DE LA CROIX ROUSSE,69384,Lyon 4e Arrondissement,69384000AT0070,45.776427,4.832237,0.8327616783216782,0.5329966115702479,3 Grande Rue de la Croix-Rousse 69004 Lyon,housenumber,69384_2015_00003,3,3 Grande Rue de la Croix-Rousse,Grande Rue de la Croix-Rousse,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
3 PLACE BELLEVUE,69384,Lyon 4e Arrondissement,69384000BE0101,45.774812,4.836411,0.7294554545454545,,3 Place Bellevue 69004 Lyon,housenumber,69384_0825_00003,3,3 Place Bellevue,Place Bellevue,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
3 PLACE DES TAPIS,69384,Lyon 4e Arrondissement,69384000AN0068,45.775105,4.829816,0.7423981818181817,0.4270262170087976,3 Place des Tapis 69004 Lyon,housenumber,69384_6890_00003,3,3 Place des Tapis,Place des Tapis,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
3 QUAI JOSEPH GILLET | 17 QUAI JOSEPH GILLET | 9 QUAI JOSEPH GILLET | 10 QUAI JOSEPH GILLET | 2 QUAI JOSEPH GILLET | 14 QUAI JOSEPH GILLET | 15 QUAI JOSEPH GILLET | 12 QUAI JOSEPH GILLET | 16 QUAI JOSEPH GILLET | 1 QUAI JOSEPH GILLET | 11 QUAI JOSEPH GILLET | 13 QUAI JOSEPH GILLET,69384,Lyon 4e Arrondissement,69384000AE0086,,,,,,,,,,,,,,,,,,error
3 RUE AIME BOUSSANGE,69384,Lyon 4e Arrondissement,69384000AV0065,45.775382,4.834428,0.7632311688311687,,3 Rue Aimé Boussange 69004 Lyon,housenumber,69384_0085_00003,3,3 Rue Aimé Boussange,Rue Aimé Boussange,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
3 RUE D AUSTERLITZ,69384,Lyon 4e Arrondissement,69384000AW0299,45.776052,4.833455,0.7565761538461538,,3 Rue d'Austerlitz 69004 Lyon,housenumber,69384_0570_00003,3,3 Rue d'Austerlitz,Rue d'Austerlitz,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
3 RUE DE LA TERRASSE,69384,Lyon 4e Arrondissement,69384000AV0009,45.77474,4.830267,0.7642448051948051,,3 Rue de la Terrasse 69004 Lyon,housenumber,69384_6945_00003,3,3 Rue de la Terrasse,Rue de la Terrasse,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
3 RUE DE LA TOUR DU PIN,69384,Lyon 4e Arrondissement,69384000AX0053,45.780033,4.835869,0.7830969208211143,0.2635683838383838,3 Rue de La Tour du Pin 69004 Lyon,housenumber,69384_7055_00003,3,3 Rue de La Tour du Pin,Rue de La Tour du Pin,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
3 RUE DE NUITS,69384,Lyon 4e Arrondissement,69384000AX0149,45.778073,4.833589,0.7178506611570247,,3 Rue de Nuits 69004 Lyon,housenumber,69384_5095_00003,3,3 Rue de Nuits,Rue de Nuits,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
3 RUE DU CHARIOT D OR,69384,Lyon 4e Arrondissement,69384000AS0103,45.777664,4.832709,0.7792558620689655,,3 Rue du Chariot d'Or 69004 Lyon,housenumber,69384_1480_00003,3,3 Rue du Chariot d'Or,Rue du Chariot d'Or,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
3 RUE DU MAIL,69384,Lyon 4e Arrondissement,69384000AW0068,45.776517,4.833052,0.7091951948051948,,3 Rue du Mail 69004 Lyon,housenumber,69384_4435_00003,3,3 Rue du Mail,Rue du Mail,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
7 RUE DU JARDIN DES PLANTES,69381,Lyon 1er Arrondissement,69381000AP0010,45.769709,4.830148,0.8062558441558442,,7 Rue du Jardin des Plantes 69001 Lyon,housenumber,69381_3660_00007,7,7 Rue du Jardin des Plantes,Rue du Jardin des Plantes,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
3 RUE DUMONT D URVILLE,69384,Lyon 4e Arrondissement,69384000AW0198,45.776872,4.835892,0.7843627272727273,,3 Rue Dumont d'Urville 69004 Lyon,housenumber,69384_2400_00003,3,3 Rue Dumont d'Urville,Rue Dumont d'Urville,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
3 RUE DUVIARD,69384,Lyon 4e Arrondissement,69384000AN0113,45.774922,4.827867,0.7058333766233766,,3 Rue Duviard 69004 Lyon,housenumber,69384_2435_00003,3,3 Rue Duviard,Rue Duviard,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
3 RUE EDOUARD MILLAUD,69384,Lyon 4e Arrondissement,69384000AM0027,45.774952,4.822937,0.7749422257053291,0.569210523415978,3 Rue Edouard Millaud 69004 Lyon,housenumber,69384_2465_00003,3,3 Rue Edouard Millaud,Rue Edouard Millaud,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
3 RUE JACQUARD,69384,Lyon 4e Arrondissement,69384000AN0067,45.77532,4.829511,0.7228452066115703,,3 Rue Jacquard 69004 Lyon,housenumber,69384_3630_00003,3,3 Rue Jacquard,Rue Jacquard,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
3 RUE JUSTIN GODART,69384,Lyon 4e Arrondissement,69384000BE0010,45.775917,4.835154,0.7639670707070707,,3 Rue Justin Godart 69004 Lyon,housenumber,69384_4060_00003,3,3 Rue Justin Godart,Rue Justin Godart,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
3 RUE LEBRUN,69384,Lyon 4e Arrondissement,69384000BE0098,45.775052,4.836611,0.6894736363636363,,3 Rue Lebrun 69004 Lyon,housenumber,69384_4195_00003,3,3 Rue Lebrun,Rue Lebrun,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
3 RUE RICHAN,69384,Lyon 4e Arrondissement,69384000AY0104,45.780319,4.835184,0.6932599999999999,0.42115855218855214,3 Rue Richan 69004 Lyon,housenumber,69384_6035_00003,3,3 Rue Richan,Rue Richan,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
3 RUE ROSSET | 5 RUE ROSSET,69384,Lyon 4e Arrondissement,69384000AS0194,45.778345,4.831499,0.43921856749311294,,3 Rue Rosset 69004 Lyon,housenumber,69384_6150_00003,3,3 Rue Rosset,Rue Rosset,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
30 RUE DU MAIL,69384,Lyon 4e Arrondissement,69384000AX0172,45.778923,4.833302,0.7210015702479339,,30 Rue du Mail 69004 Lyon,housenumber,69384_4435_00030,30,30 Rue du Mail,Rue du Mail,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
30 RUE ARTAUD | 24 RUE ARTAUD,69384,Lyon 4e Arrondissement,69384000AY0113,45.780972,4.836094,0.4474003896103895,,30 Rue Artaud 69004 Lyon,housenumber,69384_0490_00030,30,30 Rue Artaud,Rue Artaud,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
30 RUE CHAZIERE,69384,Lyon 4e Arrondissement,69384000AI0017,45.775661,4.817835,0.7332667588932805,0.4219700940438871,30 Rue Chazière 69004 Lyon,housenumber,69384_1600_00030,30,30 Rue Chazière,Rue Chazière,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
30 RUE CLAUDE JOSEPH BONNET,69384,Lyon 4e Arrondissement,69384000AM0032,45.77453,4.822727,0.8101431168831169,,30 Rue Claude-Joseph Bonnet 69004 Lyon,housenumber,69384_1690_00030,30,30 Rue Claude-Joseph Bonnet,Rue Claude-Joseph Bonnet,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
30 RUE EUGENE PONS,69384,Lyon 4e Arrondissement,69384000AY0049,45.78153,4.837708,0.760848881118881,,30 Rue Eugène Pons 69004 Lyon,housenumber,69384_2620_00030,30,30 Rue Eugène Pons,Rue Eugène Pons,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
30 RUE JACQUARD,69384,Lyon 4e Arrondissement,69384000AO0059,45.775905,4.826932,0.7336249407114624,,30 Rue Jacquard 69004 Lyon,housenumber,69384_3630_00030,30,30 Rue Jacquard,Rue Jacquard,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
30 RUE ROUSSY | 28B RUE ROUSSY | 28 B RUE ROUSSY | 30 B RUE ROUSSY | 28 RUE ROUSSY,69384,Lyon 4e Arrondissement,69384000AM0019,45.775629,4.822423,0.20567498023715414,,30 Rue Philibert Roussy 69004 Lyon,housenumber,69384_6160_00030,30,30 Rue Philibert Roussy,Rue Philibert Roussy,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
30 RUE VALENTIN COUTURIER,69384,Lyon 4e Arrondissement,69384000AO0030,45.77638,4.827035,0.8004952892561984,,30 Rue Valentin Couturier 69004 Lyon,housenumber,69384_7230_00030,30,30 Rue Valentin Couturier,Rue Valentin Couturier,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
31 RUE D IVRY,69384,Lyon 4e Arrondissement,69384000AW0213,45.777195,4.835729,0.7085288311688311,,31 Rue d'Ivry 69004 Lyon,housenumber,69384_3615_00031,31,31 Rue d'Ivry,Rue d'Ivry,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
41 RUE MALESHERBES,69386,Lyon 6e Arrondissement,69386000AM0043,45.769865,4.842761,0.7594206993006992,,41 Rue Malesherbes 69006 Lyon,housenumber,69386_4460_00041,41,41 Rue Malesherbes,Rue Malesherbes,69006,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69386,,,Lyon 6e Arrondissement,ok
31 RUE DE CUIRE,69384,Lyon 4e Arrondissement,69384000AS0015,45.777769,4.829882,0.7330376679841897,,31 Rue de Cuire 69004 Lyon,housenumber,69384_2025_00031,31,31 Rue de Cuire,Rue de Cuire,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
32 B RUE CHAZIERE | 32 RUE CHAZIERE,69384,Lyon 4e Arrondissement,69384000AI0004,45.776008,4.817435,0.3845623232323232,0.2779028626692456,32bis Rue Chazière 69004 Lyon,housenumber,69384_1600_00032_bis,32bis,32bis Rue Chazière,Rue Chazière,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
31 RUE DENFERT ROCHEREAU | 33 RUE DENFERT ROCHEREAU,69384,Lyon 4e Arrondissement,69384000AO0125,45.77623,4.825668,0.4753639553429027,,31 Rue Denfert-Rochereau 69004 Lyon,housenumber,69384_2130_00031,31,31 Rue Denfert-Rochereau,Rue Denfert-Rochereau,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
31 RUE EUGENE PONS | 33 RUE EUGENE PONS,69384,Lyon 4e Arrondissement,69384000AY0024,45.781894,4.837378,0.46558858585858576,,31 Rue Eugène Pons 69004 Lyon,housenumber,69384_2620_00031,31,31 Rue Eugène Pons,Rue Eugène Pons,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
31 RUE HENRI GORJUS,69384,Lyon 4e Arrondissement,69384000AL0011,45.777314,4.823496,0.7693397979797979,,31 Rue Henri Gorjus 69004 Lyon,housenumber,69384_3505_00031,31,31 Rue Henri Gorjus,Rue Henri Gorjus,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
32 AVENUE CABIAS | 28 AVENUE CABIAS | 26 AVENUE CABIAS,69384,Lyon 4e Arrondissement,69384000AO0127,45.776783,4.82789,0.33791347962382445,,32 Avenue Cabias 69004 Lyon,housenumber,69384_1165_00032,32,32 Avenue Cabias,Avenue Cabias,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
32 B QUAI JOSEPH GILLET | 1 RUE DES ENTREPOTS,69384,Lyon 4e Arrondissement,69384000AD0112,45.77593,4.810447,0.448753569023569,,32bis Quai Joseph Gillet 69004 Lyon,housenumber,69384_3901_00032_bis,32bis,32bis Quai Joseph Gillet,Quai Joseph Gillet,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
32 RUE CLAUDE JOSEPH BONNET,69384,Lyon 4e Arrondissement,69384000AM0102,45.774617,4.822526,0.8101431168831169,,32 Rue Claude-Joseph Bonnet 69004 Lyon,housenumber,69384_1690_00032,32,32 Rue Claude-Joseph Bonnet,Rue Claude-Joseph Bonnet,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
32 RUE D IVRY,69384,Lyon 4e Arrondissement,69384000AW0196,45.777078,4.83627,0.7085288311688311,,32 Rue d'Ivry 69004 Lyon,housenumber,69384_3615_00032,32,32 Rue d'Ivry,Rue d'Ivry,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
32 RUE DE BELFORT,69384,Lyon 4e Arrondissement,69384000AY0118,45.78083,4.834461,0.7514245454545454,,32 Rue de Belfort 69004 Lyon,housenumber,69384_0775_00032,32,32 Rue de Belfort,Rue de Belfort,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
32 RUE DU MAIL,69384,Lyon 4e Arrondissement,69384000AX0180,45.779024,4.833304,0.7210015702479339,,32 Rue du Mail 69004 Lyon,housenumber,69384_4435_00032,32,32 Rue du Mail,Rue du Mail,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
32 RUE HENON,69384,Lyon 4e Arrondissement,69384000AR0055,45.779693,4.828723,0.4374797326203208,,32 Rue Jacques-Louis Hénon 69004 Lyon,housenumber,69384_3465_00032,32,32 Rue Jacques-Louis Hénon,Rue Jacques-Louis Hénon,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
32 RUE JACQUARD,69384,Lyon 4e Arrondissement,69384000AO0061,45.775956,4.826546,0.7336249407114624,,32 Rue Jacquard 69004 Lyon,housenumber,69384_3630_00032,32,32 Rue Jacquard,Rue Jacquard,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
32 RUE LOUIS THEVENET | 30 RUE LOUIS THEVENET | 34 RUE LOUIS THEVENET | 36 RUE LOUIS THEVENET,69384,Lyon 4e Arrondissement,69384000BC0027,45.779717,4.838181,0.29030821892393316,,32 Rue Louis Thévenet 69004 Lyon,housenumber,69384_4355_00032,32,32 Rue Louis Thévenet,Rue Louis Thévenet,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
33 GRANDE RUE DE LA CROIX ROUSSE,69384,Lyon 4e Arrondissement,69384000AS0137,45.77785,4.832164,0.8362581818181817,0.5123354545454545,33 Grande Rue de la Croix-Rousse 69004 Lyon,housenumber,69384_2015_00033,33,33 Grande Rue de la Croix-Rousse,Grande Rue de la Croix-Rousse,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
8 RUE DU GARET,69381,Lyon 1er Arrondissement,69381000AS0071,45.767025,4.836798,0.7162552066115702,,8 Rue du Garet 69001 Lyon,housenumber,69381_3025_00008,8,8 Rue du Garet,Rue du Garet,69001,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69381,,,Lyon 1er Arrondissement,ok
41 RUE MOLIERE,69386,Lyon 6e Arrondissement,69386000BM0027,45.765194,4.842784,0.7231197520661157,0.4065028571428571,41 Rue Molière 69006 Lyon,housenumber,69386_4810_00041,41,41 Rue Molière,Rue Molière,69006,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69386,,,Lyon 6e Arrondissement,ok
33 RUE DU MAIL,69384,Lyon 4e Arrondissement,69384000AS0091,45.778561,4.833165,0.7210015702479339,,33 Rue du Mail 69004 Lyon,housenumber,69384_4435_00033,33,33 Rue du Mail,Rue du Mail,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
33 RUE PERNON | 29 RUE PERNON,69384,Lyon 4e Arrondissement,69384000AD0083,45.778209,4.818307,0.44587129870129866,,33 Rue Pernon 69004 Lyon,housenumber,69384_5350_00033,33,33 Rue Pernon,Rue Pernon,69004,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69384,,,Lyon 4e Arrondissement,ok
